"PGN","Parameter Group Label","PGN Length","Transmission Rate","Acronym","pos","SPN length","SPN","Name","Description","Data Range","Operational Range","Resolution","Ofset","Units","Date SPN was added to PGN","Status of SPN addition to PGN","Date SPN was added_or_modified","Status of SPN","SPN Doc","PGN Doc"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","36",8,3345,"Support TSC1 Control Purpose Group 1","This parameter indicates which TSC1 control purposes are supported in group 1 of 4. One bit is used to convey the support of each Control Purpose. A value of 0 equals supported and a value of 1 equals not supported. This bit logic is used to allow the default to FF to be backward compatible.

This group of 4 parameters (SPNs 3345, 3346, 3347, and 3348) indicates which TSC1 Control Purposes are supported by the engine ECU in addition to the Temporary Powertrain Control Purpose (which is denoted as control purpose P32). All ones in the Group 1 through 4 parameters indicates the engine only supports Temporary Powertrain Control.


Group 1 of 4
Bit Position    Control Purpose Value      Control Purpose Description
       1                             P1                          Accelerator Pedal/Operator Selection
       2                             P2                          Cruise Control
       3                             P3                          PTO Governor
       4                             P4                          Road Speed Governor
       5                             P5                          Reserved for assignment by SAE
       6                             P6                          Reserved for assignment by SAE
       7                             P7                          Reserved for assignment by SAE
       8                             P8                          Reserved for assignment by SAE
  

Where 0 = Control Purpose is supported and 1 = Control Purpose is not supported","0 to 255",,"256 states/8 bit",0,"bit",19 de ago de 04,"Published",19/08/2004,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","37",8,3346,"Support TSC1 Control Purpose Group 2","This parameter indicates which TSC1 control purposes are supported in group 2 of 4. One bit is used to convey the support of each Control Purpose. A value of 0 equals supported and a value of 1 equals not supported. This bit logic is used to allow the default to FF to be backward compatible.

This group of 4 parameters (SPNs 3345, 3346, 3347, and 3348) indicates which TSC1 Control Purposes are supported by the engine ECU in addition to the Temporary Powertrain Control Purpose (which is denoted as control purpose P32). All ones in the Group 1 through 4 parameters indicates the engine only supports Temporary Powertrain Control.


Group 2 of 4
Bit Position    Control Purpose Value      Control Purpose Description
       1                             P9                          Reserved for assignment by SAE
       2                             P10                          Reserved for assignment by SAE
       3                             P11                        Reserved for assignment by SAE
       4                             P12                        Reserved for assignment by SAE
       5                             P13                        Reserved for assignment by SAE
       6                             P14                        Reserved for assignment by SAE
       7                             P15                        Reserved for assignment by SAE
       8                             P16                        Reserved for assignment by SAE
  

Where 0 = Control Purpose is supported and 1 = Control Purpose is not supported","0 to 255",,"256 states/8 bit",0,"bit",19 de ago de 04,"Published",19/08/2004,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","38",8,3347,"Support TSC1 Control Purpose Group 3","This parameter indicates which TSC1 control purposes are supported in group 3 of 4. One bit is used to convey the support of each Control Purpose. A value of 0 equals supported and a value of 1 equals not supported. This bit logic is used to allow the default to FF to be backward compatible.

This group of 4 parameters (SPNs 3345, 3346, 3347, and 3348) indicates which TSC1 Control Purposes are supported by the engine ECU in addition to the Temporary Powertrain Control Purpose (which is denoted as control purpose P32). All ones in the Group 1 through 4 parameters indicates the engine only supports Temporary Powertrain Control.

Group 3 of 4
Bit Position    Control Purpose Value      Control Purpose Description
       1                             P17                        Reserved for assignment by SAE
       2                             P18                        Reserved for assignment by SAE
       3                             P19                        Reserved for assignment by SAE
       4                             P20                        Reserved for assignment by SAE
       5                             P21                        Reserved for assignment by SAE
       6                             P22                        Reserved for assignment by SAE
       7                             P23                        Reserved for assignment by SAE
       8                             P24                        Reserved for assignment by SAE
  

Where 0 = Control Purpose is supported and 1 = Control Purpose is not supported","0 to 255",,"256 states/8 bit",0,"bit",19 de ago de 04,"Published",19/08/2004,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","39",8,3348,"Support TSC1 Control Purpose Group 4","This parameter indicates which TSC1 control purposes are supported in group 4 of 4. One bit is used to convey the support of each Control Purpose. A value of 0 equals supported and a value of 1 equals not supported. This bit logic is used to allow the default to FF to be backward compatible.

This group of 4 parameters (SPNs 3345, 3346, 3347, and 3348) indicates which TSC1 Control Purposes are supported by the engine ECU in addition to the Temporary Powertrain Control Purpose (which is denoted as control purpose P32). All ones in the Group 1 through 4 parameters indicates the engine only supports Temporary Powertrain Control.

Group 4 of 4
Bit Position    Control Purpose Value      Control Purpose Description
       1                             P25                        Reserved for assignment by SAE
       2                             P26                        Reserved for assignment by SAE
       3                             P27                        Reserved for assignment by SAE
       4                             P28                        Reserved for assignment by SAE
       5                             P29                        Reserved for assignment by SAE
       6                             P30                        Reserved for assignment by SAE
       7                             P31                        Reserved for assignment by SAE
       8                             See Note               Not assignable, must always be set to 1.       

Where 0 = Control Purpose is supported and 1 = Control Purpose is not supported

NOTE: P32 is always supported and is Temporary Power Train Control (the original use of the TSC1 Command).
The engine configuration will not indicate separate support of Temporary Power Train Control mode.","0 to 255",,"256 states/8 bit",0,"bit",19 de ago de 04,"Published",19/08/2004,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","1.1",2,593,"Engine Idle Shutdown has Shutdown Engine","Status signal which identifies whether or not the engine has been shutdown by the idle shutdown timer system.  See Figure SPN590_A.

00 - No
01 - Yes
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","1.3",2,594,"Engine Idle Shutdown Driver Alert Mode","Status signal which indicates the status of the driver alert mode of the idle shutdown timer system.  While the driver alert mode is active, the idle shutdown timer may be overridden.  See Figure SPN590_A.

00 - Inactive
01 - Active
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","1.5",2,592,"Engine Idle Shutdown Timer Override","Status signal which indicates the status of the override feature of the idle shutdown timer system.  See Figure SPN590_A.

00 - Inactive
01 - Active
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","1.7",2,590,"Engine Idle Shutdown Timer State","Status signal which indicates the current mode of operation of the idle shutdown timer system.  See Figure SPN590_A.

00 - Inactive
01 - Active
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","2.7",2,591,"Engine Idle Shutdown Timer Function","Parameter which indicates the configuration of the idle shutdown timer system.

00 - Disabled in calibration
01 - Enabled in calibration
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","3.1",2,985,"A/C High Pressure Fan Switch","Switch signal which indicates that the pressure in the coolant circuit of an air conditioning system is high and the fan may be engaged.

00 - Pressure normal
01 - Pressure high, fan may be engaged
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",01/10/1998,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","3.3",2,875,"Refrigerant Low Pressure Switch","Switch signal which indicates the position of the low pressure switch in the coolant circuit of an air conditioning system.  When the switch is enabled, the pressure inside the circuit is too low and the compressor clutch may be disengaged.

00 - Pressure normal
01 - Pressure too low, compressor clutch may be disengaged
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","3.5",2,605,"Refrigerant High Pressure Switch","Switch signal which indicates the position of the high pressure switch in the coolant circuit of an air conditioning system.  When the switch is enabled, the pressure inside the circuit is too high and the compressor clutch may be disengaged.

00 - Pressure normal
01 - Pressure too high, compressor clutch may be disengaged
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","4.1",2,1081,"Engine Wait to Start Lamp","Lamp signal which indicates that the engine is too cold to start and the operator should wait until the signal becomes inactive (turns off).

00 - Off
01 - On
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65252,"Shutdown","8","1 s","SHUTDN","5.1",2,1110,"Engine Protection System has Shutdown Engine","Status signal which indicates whether or not the engine protection system has shutdown the engine.  See Figure SPN1107_A.

00 - No
01 - Yes
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",1 de out de 98,"Published",01/01/1997,"Published","J1939-71","J1939-71"
